zone_id,date,month,day_of_week,electricity_load,rainfall,temperature,humidity,equipment_age,maintenance_frequency,equipment_health,past_outages,grid_complexity,voltage_stability,outage
1,2022-01-26,1,2,66.09,18.6,29.02,52.69,33.52,11,0.93,1,0.807,1.0,0
1,2022-01-27,1,3,49.16,10.95,26.7,57.56,33.52,11,0.93,1,0.807,1.0,0
1,2022-01-28,1,4,58.53,10.43,24.42,56.42,33.52,11,0.93,0,0.807,1.0,1
1,2022-01-29,1,5,40.55,5.54,25.97,46.3,33.52,11,0.93,0,0.807,1.0,1
1,2022-01-30,1,6,45.33,11.16,27.12,48.46,33.52,11,0.93,1,0.807,1.0,1
1,2022-01-31,1,0,61.36,3.23,29.29,48.59,33.52,11,0.93,1,0.807,1.0,0
1,2022-02-01,2,1,71.75,5.19,32.54,45.54,33.52,11,0.93,1,0.807,1.0,0
1,2022-02-02,2,2,59.31,4.7,31.26,51.3,33.52,11,0.93,1,0.807,1.0,1
1,2022-02-03,2,3,65.18,10.21,34.72,54.52,33.52,11,0.93,1,0.807,1.0,1
1,2022-02-04,2,4,61.83,1.42,30.54,47.82,33.52,11,0.93,0,0.807,1.0,0
1,2022-02-05,2,5,45.98,23.76,33.41,75.44,33.52,11,0.93,0,0.807,0.979,0
1,2022-02-06,2,6,50.73,23.11,33.43,54.07,33.52,11,0.93,2,0.807,1.0,0
1,2022-02-07,2,0,66.86,15.1,36.4,51.62,33.52,11,0.93,0,0.807,1.0,0
1,2022-02-08,2,1,64.71,8.61,31.7,47.25,33.52,11,0.93,1,0.807,1.0,0
1,2022-02-09,2,2,57.33,14.19,36.97,64.07,33.52,11,0.93,2,0.807,1.0,0
1,2022-02-10,2,3,60.06,7.24,34.14,58.62,33.52,11,0.93,2,0.807,1.0,1
1,2022-02-11,2,4,68.05,7.33,26.23,54.89,33.52,11,0.93,0,0.807,1.0,0
1,2022-02-12,2,5,41.56,1.35,22.9,48.83,33.52,11,0.93,1,0.807,1.0,0
1,2022-02-13,2,6,56.71,24.19,34.2,57.15,33.52,11,0.93,3,0.807,1.0,0
1,2022-02-14,2,0,64.28,7.14,29.46,53.79,33.52,11,0.93,2,0.807,1.0,0
1,2022-02-15,2,1,62.95,9.42,38.57,50.15,33.52,11,0.93,0,0.807,1.0,0
1,2022-02-16,2,2,73.24,14.43,27.25,53.02,33.52,11,0.93,3,0.807,1.0,1
1,2022-02-17,2,3,47.59,17.88,36.42,56.31,33.52,11,0.93,1,0.807,1.0,0
1,2022-02-18,2,4,59.51,34.37,30.09,63.03,33.52,11,0.93,1,0.807,1.0,1
1,2022-02-19,2,5,43.26,9.09,31.52,49.64,33.52,11,0.93,0,0.807,1.0,0
1,2022-02-20,2,6,45.62,5.75,32.84,51.69,33.52,11,0.93,1,0.807,1.0,0
1,2022-02-21,2,0,64.91,5.01,36.1,48.93,33.52,11,0.93,1,0.807,1.0,0
1,2022-02-22,2,1,59.56,1.53,33.32,51.7,33.52,11,0.93,0,0.807,1.0,0
1,2022-02-23,2,2,66.05,11.66,33.57,50.97,33.52,11,0.93,1,0.807,1.0,0
1,2022-02-24,2,3,58.42,18.1,30.98,39.85,33.52,11,0.93,0,0.807,1.0,0
1,2022-02-25,2,4,70.0,18.09,31.28,64.22,33.52,11,0.93,2,0.807,1.0,0
1,2022-02-26,2,5,48.97,11.05,33.14,56.22,33.52,11,0.93,1,0.807,1.0,0
1,2022-02-27,2,6,46.74,10.68,34.59,56.58,33.52,11,0.93,1,0.807,1.0,1
1,2022-02-28,2,0,64.82,4.23,31.55,40.82,33.52,11,0.93,1,0.807,1.0,0
1,2022-03-01,3,1,74.32,7.96,32.56,55.52,33.52,11,0.93,1,0.807,1.0,0
1,2022-03-02,3,2,67.94,5.59,33.41,60.65,33.52,11,0.93,0,0.807,1.0,1
1,2022-03-03,3,3,56.2,5.3,31.52,50.22,33.52,11,0.93,1,0.807,1.0,1
1,2022-03-04,3,4,65.14,13.09,35.11,56.19,33.52,11,0.93,0,0.807,1.0,0
1,2022-03-05,3,5,49.92,16.8,32.65,54.93,33.52,11,0.93,0,0.807,1.0,0
1,2022-03-06,3,6,49.41,6.65,33.53,44.86,33.52,11,0.93,1,0.807,1.0,0
1,2022-03-07,3,0,50.07,10.03,33.83,61.41,33.52,11,0.93,2,0.807,1.0,1
1,2022-03-08,3,1,68.55,7.12,34.13,49.76,33.52,11,0.93,1,0.807,1.0,0
1,2022-03-09,3,2,69.1,9.78,35.44,56.74,33.52,11,0.93,1,0.807,1.0,0
1,2022-03-10,3,3,71.95,10.83,34.74,55.41,33.52,11,0.93,1,0.807,1.0,0
1,2022-03-11,3,4,62.63,12.85,35.42,46.49,33.52,11,0.93,0,0.807,1.0,0
1,2022-03-12,3,5,57.59,7.97,40.95,52.83,33.52,11,0.93,0,0.807,1.0,0
1,2022-03-13,3,6,46.98,16.97,35.48,60.13,33.52,11,0.93,3,0.807,1.0,0
1,2022-03-14,3,0,67.4,16.29,37.09,59.78,33.52,11,0.93,0,0.807,1.0,0
1,2022-03-15,3,1,69.25,10.26,29.88,64.1,33.52,11,0.93,3,0.807,1.0,0
1,2022-03-16,3,2,68.4,2.63,27.98,57.13,33.52,11,0.93,1,0.807,1.0,0
1,2022-03-17,3,3,74.92,14.23,34.9,58.99,33.52,11,0.93,3,0.807,1.0,0
1,2022-03-18,3,4,61.4,7.63,35.78,68.93,33.52,11,0.93,1,0.807,0.992,0
1,2022-03-19,3,5,54.79,6.05,33.58,46.53,33.52,11,0.93,2,0.807,1.0,0
1,2022-03-20,3,6,51.91,13.53,30.5,59.75,33.52,11,0.93,0,0.807,1.0,0
1,2022-03-21,3,0,71.71,3.03,37.02,48.08,33.52,11,0.93,0,0.807,1.0,1
1,2022-03-22,3,1,60.97,4.14,37.86,47.67,33.52,11,0.93,1,0.807,1.0,0
1,2022-03-23,3,2,58.14,11.31,35.74,55.33,33.52,11,0.93,2,0.807,1.0,1
1,2022-03-24,3,3,62.78,5.96,35.94,57.58,33.52,11,0.93,0,0.807,1.0,0
1,2022-03-25,3,4,59.7,13.38,33.03,55.9,33.52,11,0.93,1,0.807,1.0,1
1,2022-03-26,3,5,42.91,6.8,31.65,64.0,33.52,11,0.93,1,0.807,1.0,0
1,2022-03-27,3,6,49.45,8.88,38.5,50.73,33.52,11,0.93,1,0.807,1.0,0
1,2022-03-28,3,0,62.09,7.92,32.85,53.49,33.52,11,0.93,0,0.807,1.0,0
1,2022-03-29,3,1,62.36,6.55,38.07,65.48,33.52,11,0.93,0,0.807,0.999,0
1,2022-03-30,3,2,70.16,11.28,35.52,46.04,33.52,11,0.93,4,0.807,1.0,1
1,2022-03-31,3,3,72.72,10.65,37.31,46.77,33.52,11,0.93,3,0.807,1.0,0
1,2022-04-01,4,4,61.89,12.33,32.7,53.1,33.52,11,0.93,1,0.807,1.0,0
1,2022-04-02,4,5,46.3,14.02,33.76,67.0,33.52,11,0.93,1,0.807,0.996,0
1,2022-04-03,4,6,44.19,7.68,37.85,54.56,33.52,11,0.93,1,0.807,1.0,0
1,2022-04-04,4,0,64.77,13.42,36.93,55.02,33.52,11,0.93,0,0.807,1.0,0
1,2022-04-05,4,1,58.25,9.09,30.26,59.57,33.52,11,0.93,1,0.807,1.0,0
1,2022-04-06,4,2,61.32,11.77,37.36,55.44,33.52,11,0.93,0,0.807,1.0,1
1,2022-04-07,4,3,62.56,19.57,36.61,49.05,33.52,11,0.93,2,0.807,1.0,0
1,2022-04-08,4,4,65.81,18.92,32.15,55.17,33.52,11,0.93,0,0.807,1.0,1
1,2022-04-09,4,5,42.98,12.09,27.65,53.3,33.52,11,0.93,1,0.807,1.0,0
1,2022-04-10,4,6,49.04,10.04,38.83,58.2,33.52,11,0.93,2,0.807,1.0,0
1,2022-04-11,4,0,65.71,6.42,35.19,46.31,33.52,11,0.93,1,0.807,1.0,1
1,2022-04-12,4,1,66.29,2.22,31.23,57.67,33.52,11,0.93,1,0.807,1.0,0
1,2022-04-13,4,2,55.85,8.92,37.23,60.79,33.52,11,0.93,2,0.807,1.0,0
1,2022-04-14,4,3,77.07,11.9,34.45,49.29,33.52,11,0.93,1,0.807,1.0,0
1,2022-04-15,4,4,68.1,0.46,32.47,63.17,33.52,11,0.93,0,0.807,1.0,0
1,2022-04-16,4,5,44.13,7.28,32.39,43.6,33.52,11,0.93,1,0.807,1.0,0
1,2022-04-17,4,6,51.2,10.73,37.83,53.07,33.52,11,0.93,0,0.807,1.0,1
1,2022-04-18,4,0,67.6,29.02,28.39,67.3,33.52,11,0.93,4,0.807,0.996,1
1,2022-04-19,4,1,63.18,9.76,31.49,66.41,33.52,11,0.93,3,0.807,0.997,0
1,2022-04-20,4,2,64.7,13.34,27.86,44.11,33.52,11,0.93,2,0.807,1.0,0
1,2022-04-21,4,3,60.13,9.91,32.9,54.59,33.52,11,0.93,0,0.807,1.0,0
1,2022-04-22,4,4,62.49,13.42,33.3,59.91,33.52,11,0.93,0,0.807,1.0,0
1,2022-04-23,4,5,50.61,17.33,39.04,55.6,33.52,11,0.93,2,0.807,1.0,0
1,2022-04-24,4,6,49.53,9.87,31.1,51.24,33.52,11,0.93,3,0.807,1.0,0
1,2022-04-25,4,0,58.81,1.91,35.58,45.81,33.52,11,0.93,0,0.807,1.0,0
1,2022-04-26,4,1,61.5,4.42,30.98,54.55,33.52,11,0.93,1,0.807,1.0,0
1,2022-04-27,4,2,67.32,16.38,31.12,53.62,33.52,11,0.93,2,0.807,1.0,0
1,2022-04-28,4,3,53.09,8.55,37.14,50.58,33.52,11,0.93,0,0.807,1.0,1
1,2022-04-29,4,4,63.28,15.46,29.32,60.35,33.52,11,0.93,2,0.807,1.0,0
1,2022-04-30,4,5,45.68,19.76,31.93,60.06,33.52,11,0.93,0,0.807,1.0,0
1,2022-05-01,5,6,39.14,9.18,25.8,55.69,33.52,11,0.93,1,0.807,1.0,0
1,2022-05-02,5,0,80.1,2.9,22.53,50.37,33.52,11,0.93,0,0.807,1.0,0
1,2022-05-03,5,1,67.29,18.99,26.73,65.79,33.52,11,0.93,1,0.807,0.999,1
1,2022-05-04,5,2,54.48,7.39,28.45,45.69,33.52,11,0.93,0,0.807,1.0,0
1,2022-05-05,5,3,63.24,9.66,23.97,58.56,33.52,11,0.93,3,0.807,1.0,1
1,2022-05-06,5,4,65.04,4.92,24.76,57.88,33.52,11,0.93,0,0.807,1.0,0
1,2022-05-07,5,5,48.3,11.53,25.16,57.77,33.52,11,0.93,1,0.807,1.0,0
1,2022-05-08,5,6,48.49,16.38,26.68,48.88,33.52,11,0.93,2,0.807,1.0,0
1,2022-05-09,5,0,64.94,13.77,29.07,66.29,33.52,11,0.93,1,0.807,0.998,0
1,2022-05-10,5,1,60.29,5.28,27.43,63.96,33.52,11,0.93,2,0.807,1.0,0
1,2022-05-11,5,2,74.7,14.61,26.89,49.29,33.52,11,0.93,0,0.807,1.0,0
1,2022-05-12,5,3,58.6,4.79,27.46,50.23,33.52,11,0.93,1,0.807,1.0,0
1,2022-05-13,5,4,71.24,12.31,26.68,67.89,33.52,11,0.93,2,0.807,0.994,1
1,2022-05-14,5,5,55.53,12.48,22.87,48.61,33.52,11,0.93,2,0.807,1.0,0
1,2022-05-15,5,6,45.65,11.53,29.37,41.56,33.52,11,0.93,2,0.807,1.0,1
1,2022-05-16,5,0,58.28,8.53,27.08,46.78,33.52,11,0.93,2,0.807,1.0,0
1,2022-05-17,5,1,74.99,4.9,32.11,51.21,33.52,11,0.93,0,0.807,1.0,1
1,2022-05-18,5,2,76.49,5.28,25.73,45.63,33.52,11,0.93,2,0.807,1.0,0
1,2022-05-19,5,3,67.22,14.67,21.04,53.28,33.52,11,0.93,2,0.807,1.0,0
1,2022-05-20,5,4,61.94,6.67,26.15,53.62,33.52,11,0.93,0,0.807,1.0,0
1,2022-05-21,5,5,45.69,5.97,20.13,52.72,33.52,11,0.93,0,0.807,1.0,0
1,2022-05-22,5,6,37.82,5.06,28.38,48.36,33.52,11,0.93,0,0.807,1.0,1
1,2022-05-23,5,0,59.39,10.97,28.95,53.87,33.52,11,0.93,0,0.807,1.0,0
1,2022-05-24,5,1,65.18,8.45,28.0,57.57,33.52,11,0.93,4,0.807,1.0,1
1,2022-05-25,5,2,66.19,10.58,24.17,51.21,33.52,11,0.93,2,0.807,1.0,0
1,2022-05-26,5,3,69.77,13.69,27.08,60.37,33.52,11,0.93,1,0.807,1.0,0
1,2022-05-27,5,4,72.56,7.95,32.26,42.42,33.52,11,0.93,1,0.807,1.0,1
1,2022-05-28,5,5,42.3,12.74,28.44,46.94,33.52,11,0.93,1,0.807,1.0,0
1,2022-05-29,5,6,52.91,14.02,20.94,56.26,33.52,11,0.93,2,0.807,1.0,0
1,2022-05-30,5,0,63.38,2.75,23.27,53.71,33.52,11,0.93,1,0.807,1.0,0
1,2022-05-31,5,1,58.69,10.32,27.99,55.78,33.52,11,0.93,3,0.807,1.0,1
1,2022-06-01,6,2,70.07,30.61,18.01,59.93,33.52,11,0.93,1,0.807,1.0,0
1,2022-06-02,6,3,65.58,37.32,26.75,68.63,33.52,11,0.93,1,0.807,0.993,0
1,2022-06-03,6,4,53.64,27.35,21.13,59.72,33.52,11,0.93,3,0.807,1.0,1
1,2022-06-04,6,5,50.41,25.67,18.92,54.95,33.52,11,0.93,0,0.807,1.0,1
1,2022-06-05,6,6,41.63,16.75,22.26,60.03,33.52,11,0.93,0,0.807,1.0,0
1,2022-06-06,6,0,52.04,19.81,14.08,59.88,33.52,11,0.93,0,0.807,1.0,1
1,2022-06-07,6,1,65.08,23.97,20.75,52.4,33.52,11,0.93,1,0.807,1.0,0
1,2022-06-08,6,2,71.93,18.71,19.36,65.93,33.52,11,0.93,1,0.807,0.998,1
1,2022-06-09,6,3,55.31,12.16,19.43,54.8,33.52,11,0.93,0,0.807,1.0,0
1,2022-06-10,6,4,58.72,67.97,20.48,69.41,33.52,11,0.93,1,0.807,0.991,0
1,2022-06-11,6,5,47.9,10.83,21.15,58.66,33.52,11,0.93,1,0.807,1.0,1
1,2022-06-12,6,6,44.89,28.09,20.82,59.78,33.52,11,0.93,2,0.807,1.0,0
1,2022-06-13,6,0,54.17,19.39,16.43,60.0,33.52,11,0.93,1,0.807,1.0,0
1,2022-06-14,6,1,51.24,22.35,23.66,60.8,33.52,11,0.93,1,0.807,1.0,0
1,2022-06-15,6,2,61.69,35.29,18.65,61.95,33.52,11,0.93,0,0.807,1.0,0
1,2022-06-16,6,3,68.56,27.22,20.36,55.77,33.52,11,0.93,0,0.807,1.0,0
1,2022-06-17,6,4,60.7,70.56,22.8,82.98,33.52,11,0.93,1,0.807,0.964,1
1,2022-06-18,6,5,49.16,67.62,17.09,77.29,33.52,11,0.93,0,0.807,0.976,1
1,2022-06-19,6,6,53.49,9.55,13.95,46.34,33.52,11,0.93,1,0.807,1.0,0
1,2022-06-20,6,0,59.46,23.68,22.56,55.81,33.52,11,0.93,2,0.807,1.0,1
1,2022-06-21,6,1,70.08,43.09,21.28,69.14,33.52,11,0.93,1,0.807,0.992,0
1,2022-06-22,6,2,61.4,57.25,16.51,79.75,33.52,11,0.93,0,0.807,0.971,0
1,2022-06-23,6,3,57.64,24.18,21.74,52.73,33.52,11,0.93,2,0.807,1.0,0
1,2022-06-24,6,4,52.85,6.24,19.99,57.95,33.52,11,0.93,1,0.807,1.0,0
1,2022-06-25,6,5,46.53,50.92,23.08,72.69,33.52,11,0.93,0,0.807,0.985,0
1,2022-06-26,6,6,47.05,47.55,18.86,64.28,33.52,11,0.93,2,0.807,1.0,1
1,2022-06-27,6,0,63.21,35.29,22.93,69.58,33.52,11,0.93,2,0.807,0.991,1
1,2022-06-28,6,1,64.06,21.21,18.37,64.71,33.52,11,0.93,4,0.807,1.0,0
1,2022-06-29,6,2,63.19,16.73,17.85,55.64,33.52,11,0.93,2,0.807,1.0,0
1,2022-06-30,6,3,70.16,9.59,19.84,57.99,33.52,11,0.93,1,0.807,1.0,0
1,2022-07-01,7,4,57.13,4.0,13.59,55.9,33.52,11,0.93,1,0.807,1.0,0
1,2022-07-02,7,5,45.55,59.81,10.22,77.66,33.52,11,0.93,1,0.807,0.975,1
1,2022-07-03,7,6,58.22,33.1,14.57,62.5,33.52,11,0.93,2,0.807,1.0,0
1,2022-07-04,7,0,65.88,22.76,7.35,59.04,33.52,11,0.93,1,0.807,1.0,1
1,2022-07-05,7,1,57.77,43.6,7.18,72.45,33.52,11,0.93,1,0.807,0.985,1
1,2022-07-06,7,2,65.32,47.3,8.88,70.15,33.52,11,0.93,1,0.807,0.99,0
1,2022-07-07,7,3,71.04,43.77,9.93,75.7,33.52,11,0.93,1,0.807,0.979,0
1,2022-07-08,7,4,66.0,22.65,13.46,60.22,33.52,11,0.93,3,0.807,1.0,1
1,2022-07-09,7,5,55.51,29.26,8.75,59.73,33.52,11,0.93,0,0.807,1.0,0
1,2022-07-10,7,6,52.71,32.41,11.73,66.63,33.52,11,0.93,0,0.807,0.997,1
1,2022-07-11,7,0,80.08,14.51,11.48,50.84,33.52,11,0.93,0,0.807,1.0,0
1,2022-07-12,7,1,67.54,22.22,11.02,54.5,33.52,11,0.93,0,0.807,1.0,1
1,2022-07-13,7,2,68.95,10.54,15.15,56.94,33.52,11,0.93,1,0.807,1.0,0
1,2022-07-14,7,3,69.44,51.12,15.13,74.04,33.52,11,0.93,2,0.807,0.982,1
1,2022-07-15,7,4,66.74,24.57,13.09,56.37,33.52,11,0.93,1,0.807,1.0,0
1,2022-07-16,7,5,51.33,37.3,12.19,63.55,33.52,11,0.93,0,0.807,1.0,0
1,2022-07-17,7,6,46.47,6.32,12.45,47.76,33.52,11,0.93,0,0.807,1.0,0
1,2022-07-18,7,0,63.57,33.75,13.24,64.37,33.52,11,0.93,0,0.807,1.0,1
1,2022-07-19,7,1,70.74,15.82,18.6,60.26,33.52,11,0.93,1,0.807,1.0,0
1,2022-07-20,7,2,71.42,41.98,11.37,62.6,33.52,11,0.93,2,0.807,1.0,1
1,2022-07-21,7,3,65.97,56.82,12.11,69.69,33.52,11,0.93,0,0.807,0.991,1
1,2022-07-22,7,4,67.01,65.9,18.24,77.55,33.52,11,0.93,1,0.807,0.975,1
1,2022-07-23,7,5,50.65,12.62,11.19,63.21,33.52,11,0.93,1,0.807,1.0,0
1,2022-07-24,7,6,46.55,35.94,13.17,65.02,33.52,11,0.93,2,0.807,1.0,0
1,2022-07-25,7,0,66.29,10.31,9.99,49.68,33.52,11,0.93,3,0.807,1.0,1
1,2022-07-26,7,1,59.13,35.18,7.95,63.43,33.52,11,0.93,1,0.807,1.0,1
1,2022-07-27,7,2,72.13,14.22,10.38,55.93,33.52,11,0.93,1,0.807,1.0,1
1,2022-07-28,7,3,56.14,25.15,13.14,72.78,33.52,11,0.93,1,0.807,0.985,1
1,2022-07-29,7,4,72.68,35.15,10.12,59.76,33.52,11,0.93,3,0.807,1.0,0
1,2022-07-30,7,5,42.92,29.07,12.38,58.61,33.52,11,0.93,3,0.807,1.0,1
1,2022-07-31,7,6,45.59,36.35,14.18,66.96,33.52,11,0.93,0,0.807,0.996,1
1,2022-08-01,8,0,65.77,13.28,9.21,52.32,33.52,11,0.93,3,0.807,1.0,0
1,2022-08-02,8,1,58.98,27.34,8.84,58.55,33.52,11,0.93,2,0.807,1.0,1
1,2022-08-03,8,2,60.87,5.79,7.9,56.65,33.52,11,0.93,1,0.807,1.0,1
1,2022-08-04,8,3,60.2,33.85,6.43,64.95,33.52,11,0.93,2,0.807,1.0,0
1,2022-08-05,8,4,54.01,15.31,2.73,62.66,33.52,11,0.93,0,0.807,1.0,0
1,2022-08-06,8,5,47.76,29.4,6.1,64.46,33.52,11,0.93,0,0.807,1.0,0
1,2022-08-07,8,6,48.19,31.13,7.47,55.1,33.52,11,0.93,1,0.807,1.0,1
1,2022-08-08,8,0,63.23,17.72,6.35,60.82,33.52,11,0.93,0,0.807,1.0,0
1,2022-08-09,8,1,61.71,35.91,9.39,61.84,33.52,11,0.93,1,0.807,1.0,1
1,2022-08-10,8,2,69.46,32.54,4.96,62.7,33.52,11,0.93,0,0.807,1.0,0
1,2022-08-11,8,3,60.71,32.38,7.09,60.36,33.52,11,0.93,1,0.807,1.0,0
1,2022-08-12,8,4,56.83,11.2,6.68,54.09,33.52,11,0.93,0,0.807,1.0,0
1,2022-08-13,8,5,54.73,9.14,10.34,52.62,33.52,11,0.93,2,0.807,1.0,0
1,2022-08-14,8,6,45.01,33.4,2.36,67.39,33.52,11,0.93,0,0.807,0.995,1
1,2022-08-15,8,0,47.99,28.28,2.41,73.74,33.52,11,0.93,1,0.807,0.983,0
1,2022-08-16,8,1,65.91,18.92,7.88,55.02,33.52,11,0.93,1,0.807,1.0,1
1,2022-08-17,8,2,60.28,41.52,9.57,65.14,33.52,11,0.93,2,0.807,1.0,1
1,2022-08-18,8,3,73.48,52.22,4.88,64.9,33.52,11,0.93,0,0.807,1.0,0
1,2022-08-19,8,4,69.19,26.77,8.62,66.09,33.52,11,0.93,0,0.807,0.998,0
1,2022-08-20,8,5,48.93,38.97,4.55,62.96,33.52,11,0.93,1,0.807,1.0,0
1,2022-08-21,8,6,51.88,28.76,7.93,63.76,33.52,11,0.93,0,0.807,1.0,0
1,2022-08-22,8,0,72.21,95.7,7.36,84.1,33.52,11,0.93,1,0.807,0.962,1
1,2022-08-23,8,1,62.88,27.47,2.55,57.3,33.52,11,0.93,1,0.807,1.0,0
1,2022-08-24,8,2,65.68,15.38,10.16,54.36,33.52,11,0.93,1,0.807,1.0,0
1,2022-08-25,8,3,63.5,26.54,5.97,58.6,33.52,11,0.93,0,0.807,1.0,0
1,2022-08-26,8,4,63.01,22.29,8.3,65.28,33.52,11,0.93,0,0.807,1.0,0
1,2022-08-27,8,5,53.87,29.81,7.34,56.35,33.52,11,0.93,0,0.807,1.0,1
1,2022-08-28,8,6,39.52,10.05,2.66,51.95,33.52,11,0.93,1,0.807,1.0,0
1,2022-08-29,8,0,47.21,95.42,3.35,82.79,33.52,11,0.93,0,0.807,0.965,1
1,2022-08-30,8,1,63.88,16.45,8.2,54.41,33.52,11,0.93,0,0.807,1.0,0
1,2022-08-31,8,2,58.5,30.94,8.68,63.23,33.52,11,0.93,0,0.807,1.0,1
1,2022-09-01,9,3,66.08,26.96,3.93,66.11,33.52,11,0.93,1,0.807,0.998,0
1,2022-09-02,9,4,59.56,50.04,6.36,78.34,33.52,11,0.93,1,0.807,0.973,1
1,2022-09-03,9,5,45.38,37.03,4.85,63.0,33.52,11,0.93,0,0.807,1.0,1
1,2022-09-04,9,6,43.64,35.83,5.09,80.61,33.52,11,0.93,0,0.807,0.969,0
1,2022-09-05,9,0,77.33,48.52,1.53,79.96,33.52,11,0.93,2,0.807,0.97,0
1,2022-09-06,9,1,63.32,85.07,9.17,77.11,33.52,11,0.93,0,0.807,0.976,1
1,2022-09-07,9,2,56.95,29.62,2.45,66.27,33.52,11,0.93,0,0.807,0.998,0
1,2022-09-08,9,3,78.33,40.11,6.38,67.1,33.52,11,0.93,0,0.807,0.996,0
1,2022-09-09,9,4,71.74,1.24,0.68,58.2,33.52,11,0.93,5,0.807,1.0,1
1,2022-09-10,9,5,50.26,32.31,-0.57,59.34,33.52,11,0.93,1,0.807,1.0,0
1,2022-09-11,9,6,47.35,23.66,0.15,58.07,33.52,11,0.93,1,0.807,1.0,1
1,2022-09-12,9,0,61.0,17.83,2.91,64.54,33.52,11,0.93,2,0.807,1.0,1
1,2022-09-13,9,1,68.34,33.72,6.22,50.87,33.52,11,0.93,1,0.807,1.0,1
1,2022-09-14,9,2,57.06,16.03,1.95,59.19,33.52,11,0.93,2,0.807,1.0,1
1,2022-09-15,9,3,58.43,26.63,4.36,50.29,33.52,11,0.93,3,0.807,1.0,0
1,2022-09-16,9,4,62.92,38.48,5.45,68.41,33.52,11,0.93,3,0.807,0.993,0
1,2022-09-17,9,5,51.54,48.17,5.33,72.02,33.52,11,0.93,0,0.807,0.986,1
1,2022-09-18,9,6,44.84,45.23,3.82,79.3,33.52,11,0.93,0,0.807,0.972,0
1,2022-09-19,9,0,63.98,33.27,2.09,69.66,33.52,11,0.93,1,0.807,0.991,1
1,2022-09-20,9,1,62.17,24.52,5.98,61.77,33.52,11,0.93,1,0.807,1.0,0
1,2022-09-21,9,2,68.15,12.39,7.27,55.65,33.52,11,0.93,1,0.807,1.0,0
1,2022-09-22,9,3,58.83,20.67,5.46,59.76,33.52,11,0.93,2,0.807,1.0,1
1,2022-09-23,9,4,65.13,22.56,5.25,57.75,33.52,11,0.93,0,0.807,1.0,0
1,2022-09-24,9,5,54.78,17.12,3.35,53.03,33.52,11,0.93,0,0.807,1.0,0
1,2022-09-25,9,6,42.59,18.54,3.6,53.18,33.52,11,0.93,0,0.807,1.0,0
1,2022-09-26,9,0,75.34,32.77,10.51,64.96,33.52,11,0.93,2,0.807,1.0,1
1,2022-09-27,9,1,60.98,55.76,3.81,73.17,33.52,11,0.93,2,0.807,0.984,0
1,2022-09-28,9,2,77.61,32.36,6.3,66.78,33.52,11,0.93,1,0.807,0.997,0
